SKU,date,Number of products sold,Revenue generated,Price,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing costs,Defect rates,Costs,Product type,Availability,Customer demographics,Shipping carriers,Supplier name,Location,Transportation modes,Routes
SKU_001,2022-03-13,72,-1.0432443672531806,-1.540510965789803,0.478256428498309,1.0276085111171886,-0.047022517048256725,-1.1882514095561432,-0.12106289043960557,-1.1046432327323537,1.2332539623302234,0.03316541132857495,0.5881213300723439,1.241972516457306,1.0731446054760256,0.01649796675088918,1.285441333459657,-0.039746540310510135,-1.2996768888886667,-1.1561725788020396,1.2191755900571517
SKU_001,2022-03-20,63,-0.9195770673622098,-0.7698329982627882,-0.7574234315074263,-0.6496786069736873,-0.09758436333670444,0.6864170763940822,-0.26646454580808393,-0.4264087453116814,-1.0807615133410011,-0.28329797523551864,2.0460240208551035,-1.1909960325728643,1.0731446054760256,0.01649796675088918,0.07602072402180765,-1.2672132263703813,-0.4065743147177897,0.0775481607733075,0.03823982478039039
SKU_001,2022-03-27,72,-0.23508685197106832,-0.13020239914485418,-0.2534869522872101,-1.6363180882036148,1.3307877943119435,-1.4766619458561778,0.17002720857224068,1.3888659121965894,1.3649408970472199,0.2924366195979537,0.3252175594808381,-1.1909960325728643,1.0731446054760256,0.01649796675088918,1.285441333459657,-0.039746540310510135,-1.2996768888886667,1.3112689003486546,-1.142695940496371
SKU_001,2022-04-03,74,0.24923020549161273,-0.2927439545447692,-0.6055521637972243,1.6195921998551455,-0.5147195952163981,-1.1882514095561432,-0.23319710592101697,-0.6152505045543,1.2433194857114618,-0.9899391114991172,-0.11450726474527137,-1.1909960325728643,1.0731446054760256,0.01649796675088918,1.285441333459657,-1.2672132263703813,-1.2996768888886667,0.0775481607733075,1.2191755900571517
SKU_001,2022-04-10,55,-0.7637819821168061,-0.11814559052940224,-0.4122614594387853,-0.25502281448171654,0.15522486810553415,-0.8998408732561082,1.1342093887474372,-0.487582836333938,-0.20501702492263216,-0.4675838830740471,-2.638593119470746,1.241972516457306,-0.9318408673884351,0.01649796675088918,1.285441333459657,-0.039746540310510135,-1.2996768888886667,-1.1561725788020396,1.2191755900571517
SKU_001,2022-04-17,71,-0.43344843914086106,-0.701999364744071,-0.3225193467009384,-0.25502281448171654,-0.8307311345191963,-1.044046141406126,0.7298379211546265,-0.11122918939266266,-1.3934520519180074,0.3521706724835452,-0.02833205203232846,0.02548824194222082,-0.9318408673884351,1.2538454730675797,0.07602072402180765,-0.039746540310510135,-0.4065743147177897,0.0775481607733075,-1.142695940496371
SKU_001,2022-04-24,63,0.2688847742603817,0.9242894627762939,-0.4951003327352589,0.5342887705022256,-0.2492699022020476,0.5422118082440646,-0.21771053907703644,0.024417708091471705,-1.067003832911622,0.7512449832511173,-1.3293311086483055,1.241972516457306,-0.9318408673884351,-1.2208495395658014,-1.1333998854160419,-1.2672132263703813,0.48652825945308725,-1.1561725788020396,-1.142695940496371
SKU_001,2022-05-01,65,-1.0327688565340047,-1.0762393237541004,-0.05329300848739838,0.830280614871204,-0.2998317484904953,-0.034609264356004574,2.794713500351956,0.5151403078134873,-1.0430048120987117,-0.0735933214882271,-0.05802318972197586,0.02548824194222082,1.0731446054760256,-1.2208495395658014,1.285441333459657,-1.2672132263703813,1.3796308336239642,0.0775481607733075,-1.142695940496371
SKU_001,2022-05-08,67,-1.6423245404955333,-1.7396173286263026,-0.17064807899073647,0.632952718625218,-0.2998317484904953,2.705290830494325,2.450567570485736,-0.5075309094933698,0.11642040951842166,-0.3099876584397194,1.0939806198688502,0.02548824194222082,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,1.187720145749361,1.3796308336239642,-1.1561725788020396,-1.142695940496371
SKU_001,2022-05-15,73,0.5258442906059966,0.19119042677501205,-1.6962639955341303,-0.5510146588506949,0.2942699453987654,-1.6208672140061955,0.552315978998634,-1.0394795270782107,0.07255406744647142,-1.0420475406120804,1.1444678867087223,0.02548824194222082,-0.9318408673884351,1.2538454730675797,-1.1333998854160419,-0.039746540310510135,1.3796308336239642,-1.1561725788020396,0.03823982478039039
SKU_001,2022-05-22,64,-1.022654794221874,-0.7902845007273174,-0.895488220334883,-0.25502281448171654,-1.6397206751343598,0.9748276126941168,-0.5612828923934813,-1.4849864943055155,-1.0469606946502898,0.4983284614589296,-0.5655319871679082,0.02548824194222082,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,-1.2672132263703813,1.3796308336239642,1.3112689003486546,-1.142695940496371
SKU_001,2022-05-29,75,-0.08610517741656695,-0.27502495309822755,0.043352343691821144,1.5209282517321532,1.937529949773316,-0.034609264356004574,1.2629773241723814,1.245239785448682,0.5115691221705563,-0.4091207674838933,-0.8464878461470434,1.241972516457306,1.0731446054760256,1.2538454730675797,-1.1333998854160419,-1.2672132263703813,-0.4065743147177897,1.3112689003486546,1.2191755900571517
SKU_001,2022-06-05,65,0.0746268169095058,0.48877950671343606,0.1538041747537866,-0.15635886635872417,0.5091577921246682,-0.46722506880605685,-0.011222981157303554,-0.5673751289716645,-1.6162121938224594,-0.7967566425925222,0.7208989878713721,1.241972516457306,-0.9318408673884351,-1.2208495395658014,0.07602072402180765,-1.2672132263703813,-1.2996768888886667,1.3112689003486546,1.2191755900571517
SKU_001,2022-06-12,72,-0.5294703467971134,-0.9767143124494388,-1.6341348405617746,-1.8336459844496003,0.15522486810553415,1.8400592215942204,-0.4029757646550191,0.11484897308089426,-1.0651138001369784,1.944655103667518,0.4361199709758131,1.241972516457306,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,-1.2672132263703813,-1.2996768888886667,1.3112689003486546,1.2191755900571517
SKU_001,2022-06-19,52,-1.7105127564475273,-0.9076975341600467,-0.5158100510593775,0.3369608742562396,0.9136525624322499,-0.8998408732561082,0.8026821429763105,-0.4250788737677191,-0.35287912385052794,0.2555794380302468,-0.6452787448358953,1.241972516457306,1.0731446054760256,-1.2208495395658014,1.285441333459657,-1.2672132263703813,-1.2996768888886667,-1.1561725788020396,1.2191755900571517
SKU_001,2022-06-26,82,1.5586625523035023,0.8925417447631732,-0.7229072343005625,0.13963297801025482,0.5597196384131159,-0.034609264356004574,0.24889398416658232,0.2465062559331432,1.8253177175498294,0.04460384698751877,0.1585556230515692,0.02548824194222082,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,-1.2672132263703813,-1.2996768888886667,1.3112689003486546,-1.142695940496371
SKU_001,2022-07-03,62,-0.27406917088906135,0.1686261657914198,1.983162626717585,0.13963297801025482,-1.5006755978411286,-0.6114303369560736,0.3406662321309084,0.7558470572706283,-0.6754154145559071,0.4818062766182343,-0.06380417447463349,1.241972516457306,1.0731446054760256,-1.2208495395658014,1.285441333459657,-0.039746540310510135,-1.2996768888886667,1.3112689003486546,1.2191755900571517
SKU_001,2022-07-10,67,-1.2273817692067694,-1.29298017769638,0.5472888229120374,-0.7483425550966802,0.4838768689804443,-1.6208672140061955,0.37049221271931376,1.0231512376070104,-0.11596571326153875,-0.11807612682856221,-2.086285544181557,1.241972516457306,-0.9318408673884351,-1.2208495395658014,1.285441333459657,1.187720145749361,0.48652825945308725,-1.1561725788020396,0.03823982478039039
SKU_001,2022-07-17,70,1.6627164062983628,2.129773133526479,-0.6400683610040881,0.9289445629941964,1.785844410907973,-1.044046141406126,-1.64304826527297,-0.3519359388498036,-0.2208845093795202,-0.5959485499132978,1.3129951542181837,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,1.285441333459657,-0.039746540310510135,-1.2996768888886667,1.3112689003486546,-1.142695940496371
SKU_001,2022-07-24,66,0.47695785246260003,0.7069852065622644,-0.4536808960870217,0.9289445629941964,0.2816294838266534,1.407443417144169,-0.7109863718852869,0.7332392410232723,0.5699843211822008,1.337147076448094,-0.16809313941256762,-1.1909960325728643,1.0731446054760256,-1.2208495395658014,1.285441333459657,1.187720145749361,0.48652825945308725,-1.1561725788020396,1.2191755900571517
SKU_001,2022-07-31,58,-0.9977841137107055,-0.7257186003847518,-0.9438108964244927,0.43562482237923195,-1.6523611367064717,-0.8998408732561082,1.7373251308379902,0.3010309892355887,1.557812148561965,-0.40657889289301724,2.048875973333081,1.241972516457306,1.0731446054760256,1.2538454730675797,-1.1333998854160419,-0.039746540310510135,-1.2996768888886667,0.0775481607733075,1.2191755900571517
SKU_001,2022-08-07,60,-1.761451009500382,-1.3068962138086082,-0.5227132905007501,1.2249364073631748,1.0147762550091453,-0.6114303369560736,-0.24983082586455047,-0.8493078962916303,1.5401425398315804,-2.862029747679479,-0.7688839068273746,1.241972516457306,1.0731446054760256,-1.2208495395658014,1.285441333459657,-0.039746540310510135,-0.4065743147177897,0.0775481607733075,1.2191755900571517
SKU_001,2022-08-14,83,0.2270866207461799,-0.6200525043180133,0.6922568511808667,0.632952718625218,2.531631643662577,-0.7556356051060914,0.14536341693182744,1.2784865740477345,0.7953817181210376,0.9253633927261409,-0.5709429888963958,0.02548824194222082,-0.9318408673884351,1.2538454730675797,0.07602072402180765,-1.2672132263703813,-1.2996768888886667,0.0775481607733075,1.2191755900571517
SKU_001,2022-08-21,76,1.8463062247370856,1.7193909187836776,0.3954175552018354,0.5342887705022256,-1.450113751552681,-0.46722506880605685,0.7447509114488302,-0.11122918939266266,0.9879452898817731,0.2886238077116387,-0.7537762666737643,-1.1909960325728643,1.0731446054760256,0.01649796675088918,-1.1333998854160419,1.187720145749361,-0.4065743147177897,0.0775481607733075,-1.142695940496371
SKU_001,2022-08-28,81,1.0673784144678815,0.31302616804098,0.45754671017419046,-0.35368676260470955,-1.9178108297208223,-1.1882514095561432,-1.4612244989936505,1.5630790844556244,-0.336044645881032,-0.9289341213180867,-0.9771072696384131,1.241972516457306,-0.9318408673884351,1.2538454730675797,0.07602072402180765,1.187720145749361,1.3796308336239642,0.0775481607733075,1.2191755900571517
SKU_001,2022-09-04,71,0.3363306141428142,0.8587939486853404,0.2366430480502602,2.211575888593102,0.6987647157063471,-0.32301980065603914,0.6440882269629602,-0.6312089630818453,-0.3332755280949269,-0.40276608100670225,-0.5701876068887147,1.241972516457306,-0.9318408673884351,0.01649796675088918,1.285441333459657,-1.2672132263703813,1.3796308336239642,-1.1561725788020396,1.2191755900571517
SKU_001,2022-09-11,63,-0.5290266526447518,-0.047410435311171256,-0.14993836066661792,0.2382969261332472,1.798484872480085,0.5422118082440646,-0.535185159378625,1.2186423545694396,-1.6674628499906896,-0.13841112355557195,-0.864724926046759,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,1.187720145749361,1.3796308336239642,0.0775481607733075,0.03823982478039039
SKU_001,2022-09-18,79,0.789303385193282,0.3755638202052456,0.5403855834706647,-0.6496786069736873,-0.2492699022020476,-1.7650724821562127,1.5130566998751689,-0.7974429060771079,-0.3048810822247068,1.0244965017703147,1.4640407238356075,1.241972516457306,-0.9318408673884351,0.01649796675088918,0.07602072402180765,-1.2672132263703813,-0.4065743147177897,1.3112689003486546,1.2191755900571517
SKU_001,2022-09-25,73,-1.1374936626617047,-1.5249610630894999,-0.3156161072595658,-0.25502281448171654,0.43331502269199657,-0.1788145325060223,0.8806885537459879,0.16272434866353072,-2.226692780032193,0.5301018938448832,2.426135330311814,0.02548824194222082,1.0731446054760256,1.2538454730675797,-1.1333998854160419,-1.2672132263703813,-0.4065743147177897,-1.1561725788020396,1.2191755900571517
SKU_001,2022-10-02,64,-0.6847914368260913,-0.17772538076697894,0.3194819213467345,-0.6496786069736873,0.11730348338919835,-0.034609264356004574,-0.10299522912162896,1.237260556184909,0.7677784487611334,0.6876981184792108,0.6153150823488416,1.241972516457306,-0.9318408673884351,1.2538454730675797,0.07602072402180765,-1.2672132263703813,-0.4065743147177897,0.0775481607733075,-1.142695940496371
SKU_001,2022-10-09,62,1.0818839667075346,2.158084097681924,-0.8609720231280185,0.632952718625218,0.5850005615573397,-0.32301980065603914,0.6942761750684509,0.8569172946117484,-0.2193461106094615,-0.35192858918917724,0.5850381382042597,0.02548824194222082,-0.9318408673884351,0.01649796675088918,1.285441333459657,1.187720145749361,0.48652825945308725,0.0775481607733075,1.2191755900571517
SKU_001,2022-10-16,72,1.3844271052135986,1.6519234967415994,-0.4329711777629039,1.6195921998551455,0.2689890222545415,0.6864170763940822,0.8565983386553522,0.48189351921443485,0.20349377990372478,-1.9342455220096457,0.8302598034323043,0.02548824194222082,-0.9318408673884351,-1.2208495395658014,1.285441333459657,-1.2672132263703813,-0.4065743147177897,0.0775481607733075,1.2191755900571517
SKU_001,2022-10-23,58,-1.7989940278753473,-1.4391548971019532,-1.9931032915131615,-0.5510146588506949,1.2928664095956077,0.3980065400940477,-0.8638445224008668,0.028407322723358164,-1.387781953594078,-0.7382935270023684,1.7669026610374783,0.02548824194222082,1.0731446054760256,-1.2208495395658014,1.285441333459657,1.187720145749361,0.48652825945308725,1.3112689003486546,0.03823982478039039
SKU_001,2022-10-30,64,0.2425444921421212,0.6991539149849375,0.2987722030226159,0.13963297801025482,-1.1720235969662185,0.9748276126941168,-2.1546785476740866,-0.10989931784870086,-1.4560429047340964,-1.5033977788561208,-0.7154059438754612,0.02548824194222082,-0.9318408673884351,0.01649796675088918,-1.1333998854160419,1.187720145749361,-1.2996768888886667,0.0775481607733075,0.03823982478039039
SKU_001,2022-11-06,68,-0.00833533213527665,0.3633943311354421,-1.1992307557552868,-0.9456704513426657,-0.4262363642116146,-0.1788145325060223,2.4112775768260084,-2.3121665946499435,-0.17701816730756909,-0.8552197581826759,-1.0305852325903264,-1.1909960325728643,-0.9318408673884351,-1.2208495395658014,1.285441333459657,-1.2672132263703813,-0.4065743147177897,0.0775481607733075,-1.142695940496371
SKU_001,2022-11-13,74,-1.0376754645506105,-1.5179748749197977,0.6163212173257657,-0.6496786069736873,0.9010121008601379,0.3980065400940477,1.9440994770326119,-0.7575467597582449,-1.3517394681241395,0.9952649439752372,-0.9189891029250336,1.241972516457306,-0.9318408673884351,1.2538454730675797,0.07602072402180765,-1.2672132263703813,1.3796308336239642,0.0775481607733075,1.2191755900571517
SKU_001,2022-11-20,75,-0.7001497475829662,-1.0164905128349986,-1.6755542772100118,1.1262724592401812,-0.009101132331920933,0.10959600379401314,-0.47438604510225924,0.2411867697572939,1.6216776746446742,1.2850386473351305,-0.3380849230593671,1.241972516457306,1.0731446054760256,0.01649796675088918,1.285441333459657,1.187720145749361,1.3796308336239642,1.3112689003486546,0.03823982478039039
SKU_001,2022-11-27,57,-0.8808046915309443,-0.48585008318713,1.3963872742008951,-0.25502281448171654,0.23106763753820572,0.25380127194402996,-1.3485167069624622,-0.11654867556851092,-0.7405995681558093,-1.1284712767018727,1.2077349838418017,0.02548824194222082,-0.9318408673884351,0.01649796675088918,1.285441333459657,1.187720145749361,1.3796308336239642,0.0775481607733075,1.2191755900571517
SKU_001,2022-12-04,63,0.349660917969138,1.0658161134399293,-0.881681741452137,-0.35368676260470955,-0.6411242109375174,1.8400592215942204,-0.1847298874648561,-0.1990007112941616,0.34392761048476644,-0.24008610719062248,-1.7729715865468814,1.241972516457306,1.0731446054760256,0.01649796675088918,1.285441333459657,-1.2672132263703813,1.3796308336239642,1.3112689003486546,0.03823982478039039
SKU_001,2022-12-11,58,-0.8403917295167995,-0.49748434009877046,-1.1854242768725416,-1.0443343994656586,0.5597196384131159,-0.034609264356004574,0.5428519659273133,-2.0674702305609167,0.7988541039163122,-1.4500184124477191,0.029277388022816965,1.241972516457306,-0.9318408673884351,-1.2208495395658014,0.07602072402180765,-1.2672132263703813,0.48652825945308725,-1.1561725788020396,1.2191755900571517
SKU_001,2022-12-18,54,-1.4592887986568335,0.0010985002865153335,-0.10851892401838077,-1.0443343994656586,-0.46415774892795036,0.3980065400940477,0.7324190156286233,-0.12319803328832205,-0.042474206303321986,0.4970575241634913,0.7353745736920251,-1.1909960325728643,-0.9318408673884351,-1.2208495395658014,0.07602072402180765,1.187720145749361,0.48652825945308725,0.0775481607733075,1.2191755900571517
SKU_001,2022-12-25,69,-0.05454012610903217,-0.2973356830595328,1.3273548797871662,-0.25502281448171654,0.5850005615573397,0.10959600379401314,-1.1308444063220773,-1.5727580162070145,0.9641660403217275,-0.38497295887056915,-1.478495931226199,-1.1909960325728643,-0.9318408673884351,1.2538454730675797,-1.1333998854160419,1.187720145749361,1.3796308336239642,-1.1561725788020396,-1.142695940496371
SKU_001,2023-01-01,65,0.08121513398164946,0.9779535291604949,0.2780624846984973,-0.25502281448171654,-0.11022482490881637,0.10959600379401314,-0.7907135123042955,0.4433272444395342,-0.22237895389900525,-1.5923633895367897,1.1925348479321494,0.02548824194222082,-0.9318408673884351,1.2538454730675797,1.285441333459657,-0.039746540310510135,-0.4065743147177897,1.3112689003486546,0.03823982478039039
SKU_001,2023-01-08,76,-0.7877717674084077,-1.343742722381067,-0.46748737496976767,1.323600355486167,-1.3110686742594497,-1.044046141406126,-0.5635771985925886,-0.7575467597582449,-0.87276999962911,0.30641692984777297,0.7459499217995528,0.02548824194222082,1.0731446054760256,0.01649796675088918,-1.1333998854160419,1.187720145749361,-1.2996768888886667,-1.1561725788020396,1.2191755900571517
SKU_001,2023-01-15,67,0.16962065274931004,0.6977172391919751,-1.7652963899478586,1.4222643036091596,1.1664617938744886,0.3980065400940477,0.3203042646138231,-0.5660452574277022,-0.18229267737634083,-1.0649244119299668,-0.1869468576859002,-1.1909960325728643,1.0731446054760256,0.01649796675088918,0.07602072402180765,-0.039746540310510135,-0.4065743147177897,1.3112689003486546,1.2191755900571517
SKU_001,2023-01-22,66,-0.8269856730303163,-0.49886467566455817,-0.7298104737419351,-0.45235071072770194,0.028820252384414855,0.8306223445440991,-0.7611743199907782,-0.8532975109235162,-1.2174592326233304,0.3343775503474115,0.08813552078453607,1.241972516457306,1.0731446054760256,0.01649796675088918,0.07602072402180765,-0.039746540310510135,-0.4065743147177897,0.0775481607733075,0.03823982478039039
SKU_001,2023-01-29,82,0.0519204981171754,-1.0270261353167263,3.1567133317509644,-2.2283017769415716,-1.8798894450044865,-1.4766619458561778,-0.7935813950531796,-1.4570591918823113,0.30784117076425455,-1.3813877984940606,1.2204839822163294,0.02548824194222082,1.0731446054760256,-1.2208495395658014,1.285441333459657,-0.039746540310510135,1.3796308336239642,-1.1561725788020396,1.2191755900571517
SKU_001,2023-02-05,58,-0.4511918765118957,0.10265175976947749,1.741549246269536,-0.05769491823573117,-0.05966297862036865,1.407443417144169,-0.9820012916549367,-1.2801862765353516,0.22186665664327854,-0.6594954146852043,-0.27210461708237355,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,0.07602072402180765,-1.2672132263703813,1.3796308336239642,-1.1561725788020396,1.2191755900571517
SKU_001,2023-02-12,69,1.1776504796809633,1.1469742106855365,0.6439341750912568,-0.7483425550966802,0.37011271483143693,-0.8998408732561082,0.9641439417385462,-0.15378507879945033,0.4298142161045977,0.20855475809903748,0.1653540611206939,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,1.285441333459657,-0.039746540310510135,0.48652825945308725,1.3112689003486546,1.2191755900571517
SKU_001,2023-02-19,73,0.35547872226937427,0.3154487978095053,0.6577406539740028,1.1262724592401812,0.15522486810553415,-0.46722506880605685,0.4605437310343087,0.39944148348878417,1.4383005412537164,-1.070008161111719,1.6610412682468207,1.241972516457306,-0.9318408673884351,-1.2208495395658014,1.285441333459657,1.187720145749361,0.48652825945308725,-1.1561725788020396,1.2191755900571517
SKU_001,2023-02-26,86,1.5412675771692015,1.1705807658718674,0.209030090284769,-1.8336459844496003,-0.7801692882307486,1.1190328808441345,-2.5470049077215786,-0.9889444084076512,1.4238835470657405,0.06875165560084291,1.577425104784389,-1.1909960325728643,-0.9318408673884351,1.2538454730675797,0.07602072402180765,-0.039746540310510135,-1.2996768888886667,-1.1561725788020396,1.2191755900571517
SKU_001,2023-03-05,61,-0.592414314304362,-0.06172085301362459,-1.3994246995550992,-0.5510146588506949,0.4838768689804443,-1.1882514095561432,0.4327252683701226,-1.0075626100231205,0.9945384274677369,-0.09774113010155185,1.0135863919085661,0.02548824194222082,1.0731446054760256,1.2538454730675797,-1.1333998854160419,1.187720145749361,1.3796308336239642,-1.1561725788020396,1.2191755900571517
SKU_001,2023-03-12,73,-0.3982602463159918,-1.3920262970700539,-0.18445455787348172,-0.45235071072770194,1.3560687174561674,0.5422118082440646,-1.1282633118480807,0.1707035779273026,0.00829295310860433,-0.26042110391763224,-1.1051368119605922,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,0.07602072402180765,-1.2672132263703813,-0.4065743147177897,0.0775481607733075,-1.142695940496371
SKU_001,2023-03-19,79,2.396205606642279,2.5321550360104284,0.022642625367702573,0.5342887705022256,-0.9444952886682036,-1.9092777503062301,-0.019539841129070652,-0.2269280137173658,-0.7828396029565552,0.8669002771359865,0.28228411271777165,0.02548824194222082,-0.9318408673884351,-1.2208495395658014,1.285441333459657,-0.039746540310510135,-0.4065743147177897,1.3112689003486546,0.03823982478039039
SKU_001,2023-03-26,70,0.21461773288395353,0.18651418791948648,-1.7998125871547226,-0.35368676260470955,-0.2619103637741595,-1.3324566777061604,-0.5870938371334468,0.2385270266693703,0.9885166951392231,1.030851188247505,0.28804968151108834,0.02548824194222082,1.0731446054760256,0.01649796675088918,0.07602072402180765,-0.039746540310510135,-1.2996768888886667,-1.1561725788020396,-1.142695940496371
SKU_001,2023-04-02,65,-0.024990095561735936,-0.0854682587678933,1.3825807953181486,0.5342887705022256,-1.3742709821200092,0.9748276126941168,-0.08435399125387626,-1.4610488065141978,2.0415726303694623,-0.1434948727373247,-0.304632291290659,1.241972516457306,-0.9318408673884351,1.2538454730675797,-1.1333998854160419,-1.2672132263703813,1.3796308336239642,-1.1561725788020396,-1.142695940496371
SKU_001,2023-04-09,86,0.942486085844048,-0.32420997142201546,-0.819552586479782,0.7316166667482104,-0.1228652864809283,-0.1788145325060223,-0.03875465554660089,0.5178000509014119,-1.1720105375307488,0.4208012864372038,-0.5175112738225034,1.241972516457306,1.0731446054760256,-1.2208495395658014,0.07602072402180765,1.187720145749361,0.48652825945308725,1.3112689003486546,0.03823982478039039
SKU_001,2023-04-16,65,-0.24758387653563982,0.5377673342421105,0.6508374145326294,1.0276085111171886,0.6608433309900114,-0.6114303369560736,-1.645342571472078,0.49519223465405604,-0.24246604641090982,0.8999446468173777,1.3028206210535056,-1.1909960325728643,-0.9318408673884351,0.01649796675088918,1.285441333459657,-1.2672132263703813,0.48652825945308725,0.0775481607733075,-1.142695940496371
SKU_001,2023-04-23,72,0.2509595305049647,0.44982023962191414,-0.7643266709487989,0.04096902988726121,-0.17342713276937602,-0.034609264356004574,-0.5371926773028449,-0.00350959433173246,-1.8904867173985798,-0.4675838830740471,-0.182923292298051,0.02548824194222082,-0.9318408673884351,-1.2208495395658014,-1.1333998854160419,1.187720145749361,0.48652825945308725,1.3112689003486546,1.2191755900571517
SKU_001,2023-04-30,52,0.07351217062430465,1.5885689112832948,0.16761065363653185,0.13963297801025482,-0.23662944062993566,-0.46722506880605685,-0.07833143748121572,1.3529593805096123,1.2560662183776594,1.2583489641309291,-1.4809162368426447,1.241972516457306,1.0731446054760256,0.01649796675088918,0.07602072402180765,1.187720145749361,-1.2996768888886667,1.3112689003486546,1.2191755900571517
SKU_001,2023-05-07,54,-0.7376256707446481,0.8891613311326734,1.1478706543114732,0.5342887705022256,-0.5020791336442861,0.10959600379401314,-0.4993366250175612,-0.7721753467418284,-0.3476925222829027,0.9240924554307025,-0.2252092687688192,0.02548824194222082,-0.9318408673884351,1.2538454730675797,-1.1333998854160419,1.187720145749361,-1.2996768888886667,0.0775481607733075,-1.142695940496371
